pedido_id,cliente_id,fecha,estado,canal,monto_total
1110,211,2026-06-15,En Proceso,Marketplace,84802
1111,311,2026-06-30,Despachado,Marketplace,119153
1112,186,2026-06-04,Entregado,Instagram,297160
1113,145,2026-06-06,Cancelado,Web,101009
1114,184,2026-07-11,En Proceso,Instagram,120896
1115,254,2026-07-13,Entregado,Marketplace,399395
1116,111,2026-08-15,Entregado,Web,71235
1117,185,2026-08-21,Despachado,Instagram,363707
1118,336,2026-08-06,En Proceso,Marketplace,186284
1119,207,2026-07-29,Cancelado,Marketplace,21224
1120,15,2026-07-03,Despachado,Instagram,188253
1121,356,2026-08-09,Cancelado,Web,81559
1122,340,2026-07-12,Cancelado,Marketplace,341426
1123,292,2026-07-25,Entregado,Instagram,271697
1124,440,2026-07-24,Despachado,Marketplace,386187
1125,186,2026-07-28,Cancelado,Instagram,260128
1126,150,2026-08-30,En Proceso,Tienda MDP,391964
1127,110,2026-07-26,Entregado,Web,268190
1128,175,2026-08-30,Entregado,Marketplace,314355
1129,60,2026-08-07,En Proceso,Instagram,358123
1130,326,2026-08-15,Entregado,Tienda MDP,354726
1131,438,2026-08-29,Entregado,Web,204704
1132,363,2026-07-09,En Proceso,Instagram,103823
1133,102,2026-07-31,Cancelado,Tienda MDP,28702
1134,460,2026-06-03,Cancelado,Web,129886
1135,94,2026-08-19,Cancelado,Marketplace,127258
1136,2,2026-06-04,En Proceso,Web,269526
1137,319,2026-07-17,Entregado,Tienda MDP,384772
1138,409,2026-08-11,En Proceso,Marketplace,377925
1139,229,2026-08-17,Despachado,Web,184965
1140,214,2026-08-15,En Proceso,Web,234486
1141,321,2026-07-06,Entregado,Marketplace,62531
1142,70,2026-06-18,Cancelado,Web,162976
1143,245,2026-07-29,Entregado,Instagram,32156
1144,456,2026-07-29,En Proceso,Tienda MDP,52901
1145,161,2026-08-01,En Proceso,Tienda MDP,252007
1146,412,2026-06-09,Cancelado,Instagram,374869
1147,115,2026-07-30,En Proceso,Marketplace,199661
1148,478,2026-08-18,Despachado,Instagram,224315
1149,147,2026-06-19,Despachado,Instagram,261009
1150,292,2026-07-18,Entregado,Marketplace,96911
1151,80,2026-06-09,Entregado,Marketplace,20213
1152,167,2026-08-08,En Proceso,Instagram,274910
1153,497,2026-08-16,Entregado,Tienda MDP,23232
1154,167,2026-08-14,Cancelado,Marketplace,334745
1155,86,2026-06-23,Cancelado,Instagram,262006
1156,370,2026-06-05,En Proceso,Web,372165
1157,308,2026-08-28,En Proceso,Instagram,142921
1158,437,2026-07-31,En Proceso,Web,257072
1159,223,2026-07-11,Entregado,Marketplace,274912
1160,152,2026-08-06,En Proceso,Instagram,22999
1161,49,2026-08-28,Entregado,Marketplace,75358
1162,130,2026-07-26,Cancelado,Tienda MDP,380218
1163,396,2026-06-16,En Proceso,Web,315806
1164,369,2026-06-29,Entregado,Web,25832
1165,292,2026-08-23,Despachado,Web,91072
1166,203,2026-08-16,Cancelado,Instagram,351208
1167,369,2026-06-07,Entregado,Instagram,388203
1168,313,2026-08-05,Despachado,Instagram,309209
1169,92,2026-08-15,Entregado,Web,169869
1170,160,2026-08-24,Despachado,Instagram,156777
1171,76,2026-08-05,En Proceso,Web,199476
1172,131,2026-06-15,En Proceso,Tienda MDP,316861
1173,461,2026-07-01,Cancelado,Marketplace,155623
1174,486,2026-08-17,Despachado,Web,128279
1175,414,2026-08-20,Cancelado,Marketplace,205015
1176,442,2026-06-28,Entregado,Instagram,66283
1177,88,2026-08-06,Cancelado,Instagram,341835
1178,419,2026-06-29,Despachado,Web,101465
1179,463,2026-06-11,En Proceso,Instagram,198585
1180,406,2026-08-28,Despachado,Marketplace,253092
1181,432,2026-08-29,Despachado,Web,329763
1182,366,2026-06-28,Despachado,Web,107125
1183,68,2026-07-10,En Proceso,Web,288952
1184,459,2026-06-20,En Proceso,Web,399340
1185,67,2026-07-14,Entregado,Web,289427
1186,83,2026-08-08,En Proceso,Web,132666
1187,202,2026-08-04,En Proceso,Marketplace,26965
1188,423,2026-07-02,Entregado,Tienda MDP,178068
1189,188,2026-06-03,Entregado,Tienda MDP,37324
1190,439,2026-07-03,En Proceso,Tienda MDP,31239
1191,273,2026-07-27,Despachado,Tienda MDP,147835
1192,425,2026-08-31,En Proceso,Marketplace,325567
1193,39,2026-08-13,Despachado,Marketplace,61003
1194,266,2026-07-18,En Proceso,Web,52536
1195,191,2026-07-28,En Proceso,Instagram,365084
1196,132,2026-08-21,En Proceso,Tienda MDP,105282
1197,19,2026-07-08,Entregado,Web,375883
1198,96,2026-06-04,Cancelado,Instagram,105928
1199,132,2026-06-26,Entregado,Tienda MDP,162675
1200,491,2026-07-01,Cancelado,Instagram,65370
